,title,artist,year,bpm,en,dnce,loud,live,val,dur,acous,speech,pop
1593,Out Of Space,The Prodigy,1992,147,87,64,-11,11,61,298,0,6,48
1594,Find The River,R.E.M.,1992,145,44,42,-9,14,30,230,22,3,58
1595,I Have Nothing,Whitney Houston,1992,153,40,54,-10,16,24,289,58,4,73
1596,Rosalyn,Vitesse,1992,102,51,49,-13,7,67,208,1,6,39
1597,Rooster,Alice In Chains,1992,144,55,27,-8,12,20,374,3,3,68
1598,Why,Annie Lennox,1992,91,47,53,-9,13,12,294,28,2,64
1599,Rhythm Is A Dancer,SNAP!,1992,124,65,76,-15,9,86,332,21,3,57
1600,Keep The Faith,Bon Jovi,1992,118,97,57,-4,8,57,347,0,5,58
1601,No Rain,Blind Melon,1992,148,48,39,-9,26,57,217,62,3,73
1602,Creep,Radiohead,1993,92,43,52,-10,13,10,239,1,4,82
1603,Proud Mary,Tina Turner,1993,171,50,40,-11,11,37,327,8,7,66
1604,Fields Of Gold,Sting,1993,104,34,65,-12,7,32,222,37,2,69
1605,Eagle - Short Version,ABBA,1993,86,83,41,-8,17,65,263,0,3,41
1606,Linger,The Cranberries,1993,95,43,44,-15,14,20,275,8,3,75
1607,Alles Geprobeerd,Het Goede Doel,1993,76,56,59,-15,8,84,388,11,4,38
1608,I'd Do Anything For Love (But I Won't Do That) - Single Edit,Meat Loaf,1993,105,67,42,-6,41,30,316,62,9,59
1609,Shape Of My Heart,Sting,1993,84,37,54,-10,8,24,279,69,3,72
1610,I Will Survive - Single Version,Gloria Gaynor,1993,116,62,80,-13,32,64,199,2,5,60
1611,Ordinary World,Duran Duran,1993,140,65,47,-10,14,40,340,1,3,72
1612,Disarm - Remastered,The Smashing Pumpkins,1993,130,42,53,-10,14,22,197,14,3,62
1613,Mr. Jones,Counting Crows,1993,142,82,58,-7,28,73,272,18,4,76
1614,Heart-Shaped Box,Nirvana,1993,203,64,26,-10,9,38,281,20,6,74
1615,Daughter (Remastered),Pearl Jam,1993,97,70,62,-10,6,73,234,1,3,68
1616,In-A-Gadda-Da-Vida - Single Version,Iron Butterfly,1993,119,53,47,-10,18,77,174,0,3,57
1617,Gaia,Valensia,1993,174,33,38,-13,21,20,331,74,3,39
1618,Mull Of Kintyre - 1993 Digital Remaster,Wings,1993,93,26,33,-15,12,42,283,0,3,56
1619,Cose della vita,Eros Ramazzotti,1993,176,60,50,-9,22,47,289,6,3,48
1620,Are You Gonna Go My Way,Lenny Kravitz,1993,129,67,62,-10,33,78,212,0,4,72
1621,What's Love Got to Do with It,Tina Turner,1993,98,41,85,-12,9,79,227,22,7,69
1622,Rearviewmirror (Remastered),Pearl Jam,1993,159,96,37,-5,35,44,283,0,7,58
1623,La solitudine,Laura Pausini,1993,132,47,57,-6,15,26,241,74,4,57
1624,Up Where We Belong,Joe Cocker,1993,139,43,57,-9,8,36,233,60,3,54
1625,Rape Me,Nirvana,1993,112,75,42,-11,7,23,170,1,5,64
1626,Round Here,Counting Crows,1993,94,48,31,-9,8,19,331,14,3,61
1627,I Want You Back,The Jackson 5,1993,98,54,64,-13,28,94,181,49,3,65
1628,Younger Days,The Fatal Flowers,1993,116,85,54,-7,31,31,188,2,4,42
1629,All Apologies,Nirvana,1993,113,63,45,-12,9,36,233,8,3,67
1630,Zombie,The Cranberries,1994,167,64,31,-9,37,31,306,2,3,80
1631,Hallelujah,Jeff Buckley,1994,97,14,32,-10,18,8,414,93,3,73
1632,Oude Maasweg,The Amazing Stroopwafels,1994,90,26,75,-15,12,13,206,70,4,45
1633,Lightning Crashes,Live,1994,90,43,39,-9,11,43,326,24,4,64
1634,Black Hole Sun,Soundgarden,1994,105,83,35,-5,8,15,319,0,4,76
1635,The Man Who Sold The World,Nirvana,1994,115,75,48,-9,26,42,261,43,8,73
1636,Basket Case,Green Day,1994,85,94,44,-3,9,78,182,0,6,79
1637,Where Did You Sleep Last Night,Nirvana,1994,109,59,57,-8,69,36,306,67,6,68
1638,High Hopes,Pink Floyd,1994,75,41,52,-13,35,28,511,20,3,59
1639,Kiss from a Rose,Seal,1994,132,53,58,-7,31,22,288,68,3,72
1640,Always,Bon Jovi,1994,141,66,38,-6,8,33,353,12,3,76
1641,All I Want for Christmas Is You,Mariah Carey,1994,150,63,34,-7,7,35,241,16,4,95
1642,I Alone,Live,1994,90,82,40,-7,37,10,231,0,5,62
1643,Sabotage,Beastie Boys,1994,168,94,32,-7,10,54,178,3,10,71
1644,Smooth Operator - Single Version,Sade,1994,119,58,73,-7,3,96,259,24,3,66
1645,Glory Box,Portishead,1994,120,43,51,-10,6,21,309,18,4,67
1646,Dromen Zijn Bedrog,Marco Borsato,1994,132,86,61,-9,26,64,243,3,4,56
1647,Ode To My Family,The Cranberries,1994,94,45,36,-10,28,14,271,6,2,69
1648,No Good (Start the Dance) [Remastered],The Prodigy,1994,145,99,64,-7,16,17,378,1,5,56
1649,When I Come Around,Green Day,1994,98,91,53,-4,23,81,178,2,3,75
1650,Live Forever - Remastered,Oasis,1994,84,79,10,-4,36,18,277,0,4,55
1651,Mmm Mmm Mmm Mmm,Crash Test Dummies,1994,93,57,58,-8,8,37,235,25,2,57
1652,Annabel,Hans De Booij,1994,174,52,81,-14,10,59,213,6,30,45
1653,Polly,Nirvana,1994,115,39,62,-12,91,44,196,68,4,57
1654,Grace,Jeff Buckley,1994,128,87,55,-4,22,19,322,3,4,59
1655,Stil In Mij,Van Dik Hout,1995,99,65,59,-9,13,39,245,22,3,58
1656,Wonderwall - Remastered,Oasis,1995,175,87,37,-5,23,48,259,0,4,71
1657,Don't Look Back In Anger - Remastered,Oasis,1995,163,92,33,-4,13,34,290,6,6,63
1658,Streets of Philadelphia - Single Edit,Bruce Springsteen,1995,94,29,74,-13,9,44,195,29,3,70
1659,Earth Song,Michael Jackson,1995,138,44,50,-8,9,14,406,48,3,63
1660,Street Spirit (Fade Out),Radiohead,1995,138,45,49,-12,18,13,254,31,3,62
1661,Man in the Mirror,Michael Jackson,1995,100,80,79,-6,11,27,319,43,4,64
1662,Aan De Kust,BLØF,1995,78,31,51,-10,13,22,223,93,5,47
1663,Beat It,Michael Jackson,1995,139,80,76,-6,17,91,258,3,4,60
1664,Margherita,Marco Borsato,1995,119,25,54,-12,14,14,250,52,4,52
1665,Vivo per lei,Andrea Bocelli,1995,136,46,53,-6,18,29,266,70,3,64
1666,Circle Of Life,Elton John,1995,160,61,28,-8,11,16,290,28,4,54
1667,They Don't Care About Us,Michael Jackson,1995,90,91,86,-6,32,73,284,21,13,69
1668,Champagne Supernova - Remastered,Oasis,1995,150,80,29,-5,36,12,448,47,4,63
1669,You Do Something To Me,Paul Weller,1995,73,34,44,-13,11,30,219,48,3,58
1670,Lemon Tree,Fools Garden,1995,143,48,66,-9,12,64,191,64,4,73
1671,Weak,Skunk Anansie,1995,94,77,53,-6,26,45,212,1,3,24
1672,Ik Leef Niet Meer Voor Jou,Marco Borsato,1995,150,82,55,-9,4,57,217,2,5,60
1673,Gangsta's Paradise,Coolio,1995,80,51,65,-10,40,39,241,7,6,80
1674,Con Te Partirò,Andrea Bocelli,1995,135,37,24,-8,9,30,251,84,3,66
1675,Don't Speak,No Doubt,1995,76,71,52,-7,18,54,264,25,4,67
1676,Heaven For Everyone - Remastered 2011,Queen,1995,110,43,60,-10,17,27,336,29,3,49
1677,Fake Plastic Trees,Radiohead,1995,74,23,45,-13,20,13,291,17,3,70
1678,Too Much Love Will Kill You - 2011 Remaster,Queen,1995,73,40,41,-8,16,21,259,58,3,49
1679,1979 - Remastered 2012,The Smashing Pumpkins,1995,127,79,77,-10,5,96,266,2,3,74
1680,Avalon,Roxy Music,1995,137,49,76,-11,21,88,257,67,3,46
1681,You Don't Fool Me - Remastered 2011,Queen,1995,122,83,59,-6,38,58,325,10,4,45
1682,Can You Feel The Love Tonight,Elton John,1995,123,36,30,-9,10,15,240,81,3,58
1683,Dear Mama,2Pac,1995,84,54,77,-7,13,32,280,37,10,72
1684,Diane,Therapy?,1995,124,43,42,-12,25,4,300,68,4,44
1685,Stranger in Moscow,Michael Jackson,1995,130,47,80,-9,32,59,344,25,4,58
1686,An American Trilogy,Elvis Presley,1995,84,13,21,-14,96,17,272,73,3,31
1687,Secret Garden,Bruce Springsteen,1995,87,33,52,-14,12,12,267,58,3,61
1688,"Tonight, Tonight - Remastered 2012",The Smashing Pumpkins,1995,149,67,29,-9,24,22,255,0,4,68
1689,Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,1995,122,72,40,-9,5,48,258,0,6,71
1690,A Winter's Tale - 2011 Remaster,Queen,1995,54,56,36,-6,31,14,230,18,3,29
1691,Gold,Prince,1995,90,86,53,-3,13,44,443,0,3,46
1692,High And Dry,Radiohead,1995,88,38,42,-12,9,35,257,7,3,72
1693,Fairground,Simply Red,1995,123,73,72,-6,8,62,333,21,4,56
1694,Avond,Boudewijn de Groot,1996,98,37,48,-15,12,17,277,66,4,40
1695,She - Tous les visages de l’amour,Charles Aznavour,1996,132,39,35,-10,15,36,153,22,3,60
1696,Insomnia,Faithless,1996,127,58,79,-10,17,26,527,18,4,55
1697,Jesus to a Child,George Michael,1996,174,42,53,-12,8,19,411,31,3,62
1698,Down Under,Men At Work,1996,107,79,75,-5,5,89,221,5,3,74
1699,Jump,Van Halen,1996,130,82,55,-7,6,77,240,7,3,57
1700,Het Is Een Nacht... (Levensecht),Guus Meeuwis,1996,138,62,63,-7,16,50,225,54,3,58
1701,Where the Wild Roses Grow - 2011 - Remaster,Nick Cave & The Bad Seeds,1996,155,47,34,-11,10,16,237,38,3,59
1702,Beautiful Noise,Neil Diamond,1996,127,35,53,-15,15,73,193,12,3,57
1703,Yesterday When I Was Young,Charles Aznavour,1996,68,51,33,-9,37,29,215,40,6,53
1704,De Waarheid,Marco Borsato,1996,61,36,34,-11,33,9,312,11,3,50
1705,Wereld Zonder Jou,Marco Borsato,1996,121,36,57,-10,17,9,236,51,3,55
1706,Wannabe,Spice Girls,1996,110,86,77,-6,16,89,173,10,3,80
1707,Hedonism (Just Because You Feel Good),Skunk Anansie,1996,81,54,56,-9,16,31,207,9,3,32
1708,Killing Me Softly With His Song,Fugees,1996,92,29,77,-17,57,51,299,3,14,74
1709,You Have Been Loved,George Michael,1996,137,24,61,-16,11,16,331,24,3,53
1710,Children,Robert Miles,1996,137,76,60,-11,6,39,243,0,3,67
1711,No Diggity,Blackstreet,1996,89,65,87,-5,28,67,305,30,29,76
1712,"Casser la voix - Live ""Si Ce Soir""",Patrick Bruel,1996,135,72,27,-10,84,34,455,2,6,35
1713,Beautiful Goodbye,Amanda Marshall,1996,99,29,49,-8,18,4,317,65,3,37
1714,Ain't Nobody,Chaka Khan,1996,104,88,80,-7,14,82,281,19,4,70
1715,A Long December,Counting Crows,1996,71,58,39,-7,22,38,295,47,3,63
